,Name: ,Position: ,Overall: ,College: ,Age: ,Experience: ,Height(inches): ,Weight(lbs): 
3662,Ed Modlin,mlb,61,Northern Illinois,25,4,80,268
3663,Albert White,mlb,64,Iowa,25,4,71,223
3664,Kevin Mundt,mlb,56,Kentucky,31,10,74,202
3665,Alan Brown,mlb,97,Fort Valley State,31,10,75,214
3666,Stephen Votaw,mlb,68,Mississippi,21,0,78,256
3667,Kenneth Turner,mlb,91,Arkansas,24,3,71,256
3668,John Peterson,mlb,97,Rhode Island,21,0,70,259
3669,Richard Dixon,mlb,88,LSU,30,9,74,228
3670,John Garner,mlb,67,Kentucky,21,0,79,211
3671,Joel Matthews,mlb,66,Kentucky,30,9,79,256
3672,William Bell,mlb,58,Liberty,29,8,78,226
3673,James Bissonnette,mlb,70,Tennessee-Chattanooga,26,5,79,275
3674,James Hall,mlb,60,Washington,27,6,76,267
3675,Scott Dahms,mlb,60,Miami (Fla.),26,5,78,236
3676,Jason Trevino,mlb,63,Grambling State,24,3,72,270
3677,James Bergmann,mlb,85,Toledo,28,7,75,220
3678,Ramon Masser,mlb,56,Louisiana-Monroe,21,0,77,236
3679,Earnest Torkelson,mlb,68,Stanford,24,3,72,250
3680,Austin Kennedy,mlb,59,Alabama,30,9,70,272
3681,Brandon Nicholson,mlb,69,Texas A&M - Kingsville,22,1,71,250
3682,Matthew Gomez,mlb,72,Alcorn State,22,1,77,239
3683,David Dillon,mlb,93,LSU,24,3,76,236
3684,Antonio Harms,mlb,96,West Georgia,21,0,74,213
3685,Eric Rutherford,mlb,61,Alabama,21,0,80,205
3686,Spencer Landi,mlb,75,Baylor,27,6,79,267
3687,James Ingram,mlb,58,Centre,21,0,75,223
3688,Norman Roush,mlb,55,Idaho,22,1,75,232
3689,Mario Jarnigan,mlb,69,Western Illinois,27,6,75,271
3690,Dwayne Mackey,mlb,95,UCLA,23,2,78,265
3691,John Viruet,mlb,58,Syracuse,24,3,71,271
3692,Jose Herold,mlb,60,West Virginia,25,4,78,203
3693,William Watson,mlb,57,Cincinnati,25,4,74,209
3694,Bobby Brown,mlb,72,Washington,26,5,71,239
3695,Jerome Haines,mlb,85,Bethune-Cookman,27,6,72,216
3696,Derrick Cairns,mlb,64,Youngstown State,25,4,77,203
3697,John Narine,mlb,57,Mississippi,24,3,74,238
3698,Keith Gooding,mlb,73,California,27,6,79,205
3699,Charles Jackson,mlb,64,Nebraska,25,4,70,235
3700,Joey Maymi,mlb,71,Massachusetts,23,2,77,259
3701,Robert Blevins,mlb,67,Iowa,27,6,71,245
3702,John Mcalister,mlb,83,California,29,8,77,270
3703,Juan Szocki,mlb,73,Mount Union,25,4,71,244
3704,Anthony Nimox,mlb,66,Florida,26,5,76,242
3705,Merle Byrne,mlb,99,Miami (Ohio),27,6,72,220
3706,Alvin Pierce,mlb,95,San Jose State,27,6,76,235
3707,Bernard Stevens,mlb,66,Northwest Missouri State,26,5,78,238
3708,Thomas Alvarado,mlb,57,UCLA,21,0,70,223
3709,Edward Jubilee,mlb,64,Mississippi,23,2,71,214
3710,Bill Trujillo,mlb,75,Nebraska,30,9,75,203
3711,Harold Lamoine,mlb,61,Alabama,26,5,73,273
3712,Augustine Crow,mlb,75,Pittsburgh,21,0,78,264
3713,Randy Jay,mlb,81,North Texas,21,0,78,270
3714,Juan Duncanson,mlb,72,California,25,4,76,205
3715,Stephen Williams,mlb,55,Arizona State,26,5,75,206
3716,Nick Hornsby,mlb,58,Oklahoma Baptist,28,7,72,236
3717,Robert Anderson,mlb,68,Southern Arkansas,27,6,70,200
3718,Joseph Harris,mlb,68,Troy,24,3,70,243
3719,Walter Hood,mlb,75,Troy,29,8,73,269
3720,Scott Washington,mlb,71,Louisiana-Lafayette,28,7,71,247
3721,Joseph Matthews,mlb,85,Louisiana-Lafayette,34,13,76,267
3722,Glenn Bond,mlb,92,Ohio U.,26,5,70,207
3723,William West,mlb,62,South Carolina State,27,6,78,275
3724,Travis Mccoy,mlb,74,Purdue,25,4,72,235
3725,Darrell Vanriper,mlb,75,Indiana,21,0,78,206
3726,Chris Chappell,mlb,80,Eastern Washington,26,5,78,221
3727,Tom Thompson,mlb,73,North Carolina,27,6,76,225
3728,Harry Brandi,mlb,71,Lafayette,26,5,80,271
3729,Lester Mcquay,mlb,63,Washington (Md),24,3,79,216
3730,Eloy Sawyer,mlb,60,Eastern Kentucky,28,7,77,265
3731,Nelson Shea,mlb,87,Palomar Coll. CA (J.C.),25,4,79,216
3732,Christopher Jones,mlb,71,Washington,26,5,72,231
3733,Patrick Tannehill,mlb,60,Michigan,26,5,78,264
3734,David Pelkey,mlb,64,Clemson,25,4,75,245
3735,Brooks Choudhury,mlb,57,Rutgers,23,2,80,253
3736,Leroy Perry,mlb,57,Tulane,21,0,78,262
3737,David Ives,mlb,61,Fresno State,28,7,80,204
3738,Samuel Cruz,mlb,75,UCLA,23,2,74,265
3739,Mark Hill,mlb,74,Cincinnati,24,3,78,217
3740,John Barnes,mlb,69,Florida,28,7,79,246
3741,Shawn Archer,mlb,59,Norfolk State,30,9,72,235
3742,Harvey Clayton,mlb,72,Ohio State,29,8,74,227
3743,Adrian Lynch,mlb,69,Nebraska,27,6,70,211
3744,Arnold Stanford,mlb,55,Illinois,23,2,80,254
3745,Andy Yates,mlb,61,Northwestern,28,7,79,233
3746,Kevin Frame,mlb,63,Salem (WV),24,3,80,251
3747,Jorge Wingham,mlb,56,Fresno State,28,7,70,242
3748,Eduardo Maldonado,mlb,65,Harvard,21,0,70,209
3749,Domingo Montgomery,mlb,73,LSU,21,0,72,208
3750,Jordan Brion,mlb,73,Grambling State,24,3,78,270
3751,Lewis Carpenter,mlb,61,Missouri-Rolla,26,5,75,265
3752,Sam Parker,mlb,79,Arizona State,28,7,79,233
3753,James Murray,mlb,64,Southern Methodist,24,3,71,257
3754,Jared Lyons,mlb,75,Michigan,25,4,71,219
3755,Richard Ball,mlb,76,Nevada-Las Vegas,29,8,74,247
3756,Scott Vanmeter,mlb,74,UCLA,26,5,76,253
3757,Johnnie Stevens,mlb,71,Tulsa,26,5,73,261
3758,Norman Stevens,mlb,87,Linfield,24,3,76,239
3759,Emory Carter,mlb,65,Wisconsin,28,7,76,237
3760,Johnny Christenson,mlb,59,Troy,23,2,76,250
3761,Frederick Rye,mlb,94,No College,25,4,75,205
3762,Robert Aucoin,mlb,62,Washington State,29,8,80,223
3763,Bryan Campoy,mlb,70,Clemson,25,4,71,265
3764,John Quick,mlb,88,Fort Lewis,23,2,75,239
3765,Ernie Petti,mlb,56,Virginia Tech,26,5,77,242
3766,Mark Castile,mlb,67,Montana,23,2,70,226
3767,James Garcia,mlb,57,Southern Mississippi,27,6,78,237
3768,Scott Vadnais,mlb,87,Johnson C. Smith,21,0,73,231
3769,Billy Singer,mlb,70,Western Michigan,27,6,71,265
3770,James Silva,mlb,67,Hardin-Simmons,23,2,79,214
3771,Charles Leon,mlb,63,Illinois,22,1,72,232
3772,Matthew Easley,mlb,61,Army,26,5,80,275
3773,John France,mlb,69,Nevada-Las Vegas,29,8,78,268
3774,Jed Gillispie,mlb,65,North Carolina State,21,0,73,225
3775,Walter Dresser,mlb,75,Montana,22,1,76,264
3776,Rodney Houser,mlb,64,Colorado,25,4,77,269
3777,Jason Borden,mlb,74,Minnesota,21,0,75,255
3778,Richard Hamm,mlb,61,Stephen F. Austin St.,21,0,72,271
3779,Richard Brown,mlb,66,Utah State,34,13,77,218
3780,Samuel Slaney,mlb,63,Miami (Fla.),25,4,80,213
3781,Thomas Osborne,mlb,75,Clemson,29,8,73,245
3782,James Fidler,mlb,56,Hawaii,29,8,72,213
3783,Robert Parker,mlb,71,Western Illinois,25,4,70,236
3784,Arthur Finley,mlb,70,Colorado,28,7,77,225
3785,Wilfredo Sanchez,mlb,75,Murray State,24,3,74,272
3786,Michael Johnsen,mlb,55,Notre Dame,26,5,77,202
3787,Arthur Patrick,mlb,65,Tampa,24,3,75,216
3788,Lee Wallin,mlb,96,Michigan Tech,30,9,70,206
3789,Joseph Lee,mlb,97,Denison,25,4,80,260
3790,William Compton,mlb,73,Penn State,25,4,80,224
3791,Richard Wood,mlb,57,Angelo State,24,3,79,274
3792,Christopher Thatcher,mlb,94,Kansas State,26,5,76,203
3793,Robert Anderson,mlb,58,Southwestern (Tex.),25,4,76,239
3794,Eduardo Williams,mlb,66,Kansas State,23,2,78,232
3795,Ralph Bozych,mlb,74,North Carolina,30,9,79,226
3796,Johnny Capps,mlb,65,Texas A&M,26,5,71,274
3797,Louis Lang,mlb,85,Carnegie Mellon,24,3,73,248
3798,Ronald Valine,mlb,93,Bethany (W.V.),29,8,77,252
3799,Michael Kong,mlb,74,Colorado,29,8,76,263
3800,Gregory Paris,mlb,56,Wayne State (Mich.),29,8,78,221
3801,Kevin Lee,mlb,60,West Virginia,29,8,70,217
3802,William Potts,mlb,71,Lincoln (MO),30,9,73,266
3803,John Peterson,mlb,60,Catholic,23,2,73,264
3804,Richard Miller,mlb,67,Virginia Tech,30,9,70,237
3805,Samuel Broderick,mlb,64,Findlay,27,6,70,244
3806,Everett Speakman,mlb,67,Central Michigan,27,6,73,256
3807,Jeffery Morgan,mlb,84,Iowa,22,1,78,233
3808,Roy Joiner,mlb,81,Texas A&M,23,2,72,239
3809,Richard Herrera,mlb,55,Washington,25,4,74,225
3810,Darren Knutson,mlb,69,Clemson,28,7,80,266
3811,Ramon Deloney,mlb,70,Georgia Southern,28,7,78,273
3812,Claude Wilson,mlb,96,Towson,23,2,73,217
3813,Robert Lukens,mlb,72,Miami (Fla.),22,1,72,202
3814,Thomas Mccan,mlb,67,Appalachian State,23,2,74,201
3815,Paul Talley,mlb,82,North Dakota,22,1,79,235
3816,Aaron Rivera,mlb,89,Villanova,25,4,74,269
3817,David Mccreary,mlb,75,Boston College,21,0,72,275
3818,Richard Austin,mlb,55,USC,24,3,80,240
3819,Derrick Long,mlb,60,Santa Clara,28,7,80,255
3820,Tim Neal,mlb,63,Minnesota,25,4,70,255
3821,Robert Lott,mlb,71,Whitworth,26,5,71,249
3822,Charlie Marroquin,mlb,73,UCLA,27,6,74,252
3823,Robert Watanabe,mlb,75,Colorado State,24,3,74,218
3824,William Lutz,mlb,74,Auburn,21,0,73,257
3825,James Carter,mlb,58,LSU,25,4,76,208
3826,Melvin Gary,mlb,55,Jackson State,26,5,72,202
3827,Chad Singelton,mlb,59,Eastern Michigan,27,6,74,209
3828,Javier Rogers,mlb,93,Tennessee State,23,2,70,206
3829,Lenny Gonzalez,mlb,72,Texas Tech,31,10,71,200
3830,Weston Delgado,mlb,56,New Mexico State,25,4,76,229
3831,Louis Talib,mlb,70,Trinity (Tex.),21,0,78,253
3832,Benton Roth,mlb,67,Auburn,25,4,72,237
3833,Lynn Shipley,mlb,71,Marquette,29,8,79,261
3834,Glen Rojo,mlb,60,Oklahoma,25,4,70,216
3835,Harold Young,mlb,61,Mississippi State,29,8,73,230
3836,Terry Shelby,mlb,73,Texas Southern,24,3,76,203
3837,Chris Wassinger,mlb,63,Alabama,21,0,70,213
3838,Chris Lawton,mlb,69,Baylor,30,9,76,228
3839,Grover Nakano,mlb,74,California,26,5,74,209
3840,Reginald Stratton,cb,89,No College,24,3,73,221
3841,Daniel Hoerner,cb,73,Vanderbilt,23,2,75,200
3842,Ronald Penya,cb,57,Northern Iowa,30,9,80,275
3843,Andrew Moseley,cb,56,Lafayette,23,2,76,265
3844,Andrew Karle,cb,55,Duke,21,0,75,261
3845,Luis Lim,cb,95,Indiana,25,4,80,252
3846,Brian Spencer,cb,80,Purdue,22,1,78,207
3847,Thomas Webb,cb,60,Concordia (Minn.),24,3,78,235
3848,Mario Nice,cb,59,Loras,23,2,78,267
3849,Royal Kelly,cb,71,East Tennessee State,26,5,80,221
3850,Bryan Johnson,cb,61,Clemson,28,7,75,216
3851,Robert Thomas,cb,75,Maryland,23,2,77,237
3852,James Adam,cb,69,USC,31,10,75,269
3853,Alex Napier,cb,77,Pittsburgh,25,4,71,238
3854,Elmer Hineline,cb,62,Tulsa,32,11,78,242
3855,Geoffrey Pollack,cb,60,Temple,26,5,71,239
3856,Billy Dewinter,cb,75,Vanderbilt,28,7,70,223
3857,Jeffrey Williams,cb,95,William & Mary,22,1,77,239
3858,Jesus Valdez,cb,74,Utah,29,8,77,229
3859,Arthur Wilson,cb,77,Texas Tech,28,7,77,206
3860,Thomas Bullen,cb,62,Western Illinois,24,3,79,229
3861,Darin Craig,cb,69,Richmond,21,0,73,271
3862,Bruce Elkins,cb,59,San Diego State,24,3,77,229
3863,Robert Dunlap,cb,77,Arizona,29,8,71,221
3864,Kevin Kokesh,cb,64,Wisconsin,31,10,78,243
3865,Tyrone Murphy,cb,91,Virginia,30,9,80,206
3866,Thomas Jacobs,cb,69,North Dakota State,27,6,71,266
3867,Matthew Diaz,cb,69,Oklahoma State,26,5,80,213
3868,Theodore Tommie,cb,58,Muhlenberg,25,4,80,238
3869,Earl Kennedy,cb,57,Illinois,23,2,74,233
3870,Jerry Woodward,cb,55,Purdue,21,0,70,232
3871,Robert Velasco,cb,65,No College,27,6,79,254
3872,Ismael Mendez,cb,61,USC,27,6,77,268
3873,Willie Homer,cb,58,Northwestern,27,6,71,270
3874,Alfredo Morrison,cb,68,Ohio U.,23,2,76,202
3875,Christian Pfundt,cb,68,Jackson State,26,5,78,223
3876,Bryan Jimenez,cb,88,Wichita State,27,6,76,253
3877,Albert Bonds,cb,55,Oklahoma,29,8,72,255
3878,Antony Kutner,cb,85,UCLA,28,7,71,269
3879,Travis Cannady,cb,55,San Jose State,29,8,72,207
3880,John Francis,cb,75,California,26,5,79,232
3881,Duane Guzowski,cb,90,Virginia Tech,27,6,72,223
3882,Arthur Chavis,cb,66,Florida A&M,23,2,72,214
3883,Leo Prewitt,cb,59,Brigham Young,29,8,77,263
3884,Jose Lowe,cb,56,Louisiana-Lafayette,24,3,77,234
3885,Oscar Kelly,cb,76,North Texas,24,3,72,201
3886,Theodore Valerio,cb,63,Wisconsin,23,2,79,208
3887,Andy Adams,cb,58,Nebraska,24,3,80,253
3888,Dustin Brown,cb,72,Maryland,21,0,76,256
3889,John Carter,cb,63,Iowa,25,4,72,250
3890,Neville Josephs,cb,65,Southern Mississippi,27,6,71,238
3891,Troy Mitchell,cb,55,Florida,25,4,70,225
3892,Ray Casiano,cb,64,Florida,30,9,70,226
3893,Raymond Paz,cb,67,Northeastern Illinois,27,6,78,264
3894,Jose Wallace,cb,60,Villanova,26,5,79,228
3895,Gordon Zarate,cb,60,Iowa State,25,4,76,210
3896,Javier Frantz,cb,98,Wooster,26,5,76,217
3897,David Gray,cb,56,Mississippi State,25,4,80,206
3898,Douglas Duvall,cb,68,Southern Connecticut State,29,8,70,253
3899,Pedro Rhoades,cb,72,Florida Atlantic,27,6,73,275
3900,James Joseph,cb,94,Louisville,23,2,79,265
3901,Randy Wyman,cb,95,Tennessee State,21,0,70,230
3902,John Zook,cb,59,Stanford,25,4,73,251
3903,Marc Hobson,cb,95,LSU,21,0,73,236
3904,David Bishop,cb,65,Wisconsin,24,3,78,245
3905,Ramiro Honeywell,cb,93,Tennessee,23,2,79,246
3906,Michael Rhodes,cb,61,Eastern Washington,23,2,80,238
3907,John Bordelon,cb,65,Springfield,26,5,75,207
3908,Vince Borden,cb,97,Wisconsin,24,3,72,213
3909,John Fleming,cb,66,Tennessee,26,5,71,227
3910,Elijah Mullins,cb,98,Mississippi,30,9,79,211
3911,Dale Ervin,cb,69,Fresno State,21,0,74,241
3912,Dennis Nalevanko,cb,98,LSU,27,6,73,217
3913,James Barber,cb,67,Oregon State,23,2,80,235
3914,Paul Howard,cb,72,Auburn,30,9,72,265
3915,Richard Ortega,cb,62,Tennessee State,25,4,71,231
3916,Rafael Ezzo,cb,75,Central Michigan,24,3,80,223
3917,John Zambrana,cb,73,Arizona,26,5,78,237
3918,Nicholas Heinzen,cb,78,Florida,21,0,72,203
3919,David Haynes,cb,58,George Washington,28,7,70,269
3920,Michael Pimenta,cb,67,Southeastern Louisiana,28,7,78,204
3921,Booker Garcia,cb,61,Penn State,24,3,77,209
3922,Reuben Thompson,cb,70,Auburn,25,4,79,213
3923,Michael Dewey,cb,72,Rhode Island,24,3,79,219
3924,Michael Montijo,cb,79,Upper Iowa,22,1,76,208
3925,Scott Brewer,cb,95,Florida,27,6,71,261
3926,Michael Belzer,cb,60,Franklin (Ind.),29,8,80,202
3927,Loren Todd,cb,59,Dayton,23,2,78,208
3928,Robbie Honeycutt,cb,58,Hofstra,25,4,78,253
3929,Clarence Cain,cb,73,Georgia Tech,30,9,70,249
3930,Erik Ruhl,cb,68,Western Michigan,21,0,78,274
3931,William Crain,cb,86,Ohio State,29,8,75,204
3932,Charlie Higman,cb,61,Florida,29,8,74,227
3933,Philip Garza,cb,68,Illinois,25,4,75,211
3934,Corey Flores,cb,60,South Carolina State,23,2,76,219
3935,Eric Hall,cb,66,Texas Tech,29,8,74,244
3936,Stephen Kaufman,cb,58,UCLA,24,3,74,266
3937,Jon Martinez,cb,58,No College,23,2,72,256
3938,Vicente Donohoe,cb,66,Virginia,27,6,78,246
3939,David Sullivan,cb,64,Lamar,24,3,73,259
3940,Henry Owens,cb,77,North Dakota State,23,2,76,248
3941,James Musso,cb,72,Gettysburg,29,8,73,229
3942,Christopher Becker,cb,55,Southern Mississippi,24,3,72,217
3943,David Sims,cb,70,Wyoming,25,4,79,247
3944,Thomas Baker,cb,61,Washington State,21,0,72,228
3945,George Wolff,cb,70,Oregon State,27,6,77,253
3946,Robert Gay,cb,56,Michigan State,25,4,70,234
3947,John Mccoy,cb,75,Oklahoma,28,7,79,260
3948,Michael Vandiver,cb,55,Oregon,27,6,80,268
3949,Charles Westerberg,cb,85,San Jose State,28,7,79,212
3950,Kevin Drew,cb,58,Lafayette,24,3,74,206
3951,Charles Ellis,cb,61,Chadron State,25,4,74,271
3952,Don Perez,cb,96,Georgia,29,8,79,239
3953,Gerald Moore,cb,71,Texas-El Paso,21,0,75,255
3954,Dwight Darling,cb,65,Purdue,26,5,72,270
3955,George Stone,cb,85,Louisiana-Lafayette,27,6,78,266
3956,Billy Denard,cb,74,Montana State,25,4,75,264
3957,Robert Forster,cb,58,Catholic,24,3,73,267
3958,Justin Maxwell,cb,75,Miami (Fla.),26,5,80,268
3959,Adam Miller,cb,65,Baylor,24,3,78,252
3960,Ryan Johnson,cb,64,Temple,28,7,74,265
3961,Jeremy Nadeau,cb,66,San Diego,22,1,72,274
3962,Glen Kilgore,cb,73,North Dakota State,30,9,79,272
3963,David Hanson,cb,59,Tennessee,27,6,78,216
3964,Raymond Laplant,cb,66,Ohio U.,22,1,70,259
3965,Heath Mason,cb,74,California,25,4,78,233
3966,Edward Dun,cb,92,Penn State,26,5,74,201
3967,Freddie Burks,cb,85,Baldwin-Wallace,24,3,74,228
3968,Raymond Edwards,cb,72,Mississippi,25,4,76,273
3969,John Rogge,cb,74,Alabama,29,8,73,233
3970,Darryl Mack,cb,56,Miami (Fla.),26,5,75,247
3971,Dominic Haynes,cb,97,Brigham Young,25,4,73,263
3972,Jerry Whitlock,cb,73,Iowa,27,6,74,272
3973,Michael Baumann,cb,98,Auburn,22,1,75,206
3974,Alan Thompson,cb,75,Nevada-Las Vegas,28,7,73,222
3975,William Bass,cb,65,Louisiana State University - Shreveport,29,8,75,233
3976,Sergio Graham,cb,72,Louisville,25,4,79,207
3977,Steven Colbert,cb,88,San Diego State,23,2,76,255
3978,Donald Standish,cb,57,Notre Dame,26,5,76,209
3979,Stephen Sanders,cb,65,East Carolina,22,1,79,267
3980,Andrew Baker,cb,57,Baylor,31,10,72,241
3981,David Michalski,cb,56,Baylor,28,7,76,227
3982,Leroy Potts,cb,66,Notre Dame,32,11,74,271
3983,Steve Davis,cb,68,Georgia,22,1,71,231
3984,David Kallman,cb,66,Wake Forest,22,1,73,248
3985,Henry Shine,cb,69,Manitoba (Canada),24,3,71,221
3986,Ronnie Vegas,cb,73,USC,30,9,79,229
3987,Kevin Perego,cb,56,Grambling State,26,5,79,230
3988,Patrick Coleman,cb,75,Kent State,21,0,75,226
3989,John Long,cb,61,Arkansas,23,2,74,271
3990,Jeremy Noriega,cb,73,North Dakota,29,8,78,205
3991,Andrew Bowen,cb,67,U. of Pacific,23,2,70,238
3992,Douglas Doctor,cb,75,Indiana,29,8,70,275
3993,Edward Weatherby,cb,56,USC,27,6,75,269
3994,Dan Strickland,cb,76,Southern Mississippi,25,4,75,262
3995,Chad Flanagan,cb,65,Louisiana-Monroe,23,2,78,218
3996,Kenneth Schmidt,cb,59,Idaho State,29,8,75,245
3997,Eugene Gutierrez,cb,71,Grambling State,26,5,77,206
3998,Mark Brose,cb,71,Memphis,23,2,78,241
3999,Richard Seyler,cb,61,Northwestern State-Louisiana,25,4,80,261
4000,Moses Tripp,cb,97,Tulsa,27,6,71,253
4001,Robert Cobb,cb,70,Tennessee,27,6,77,231
4002,Lewis Pagano,cb,77,Stanford,23,2,70,258
4003,Allen Howell,cb,69,Texas A&M,23,2,76,228
4004,Stephen Wilmot,cb,69,Idaho,26,5,73,206
4005,Lawrence Shank,cb,72,Georgia Tech,23,2,78,227
4006,Scott Hannah,cb,72,Cincinnati,33,12,70,234
4007,James Martin,cb,67,Utah State,25,4,74,267
4008,Earl Dora,cb,74,Grambling State,26,5,70,200
4009,Robert Clary,cb,56,Oregon,24,3,72,223
4010,Robert Pope,cb,71,Baylor,23,2,80,215
4011,Henry Walker,cb,72,Kansas State,27,6,78,229
4012,Elijah Nalley,cb,69,Missouri,23,2,78,249
4013,Glenn Hagan,cb,55,Purdue,21,0,76,208
4014,Kenneth Vayner,cb,72,Missouri Southern State,26,5,79,241
4015,David Terrance,cb,63,Arizona State,22,1,78,259
4016,Donnie Raby,cb,69,Georgia Southern,24,3,80,233
4017,David Gollier,cb,81,Oklahoma State,27,6,70,202
4018,Rafael Ross,cb,89,Butler,24,3,75,262
4019,Stanley Davis,cb,63,Purdue,28,7,78,273
4020,Jonathan Faulds,cb,63,Virginia,26,5,70,201
4021,Salvatore Thomas,cb,89,California,22,1,70,241
4022,William Barros,cb,67,Princeton,23,2,80,229
4023,Rudy Saxon,cb,79,Arkansas,30,9,74,252
4024,Marcus Cronin,cb,63,Notre Dame,26,5,78,211
4025,Justin Nassar,cb,66,Missouri,24,3,76,246
4026,Louis Lewis,cb,58,USC,29,8,75,222
4027,Milton Bodkin,cb,74,Toledo,25,4,79,221
4028,George Bergman,cb,85,LSU,26,5,74,273
4029,Antonio Short,cb,72,Texas State,26,5,75,213
4030,Gary Rawlins,cb,55,Northern Illinois,23,2,74,219
4031,Chang Dunn,cb,59,Minnesota,26,5,72,239
4032,Donald Mckown,cb,67,Mississippi,24,3,80,247
4033,Joe Espinal,cb,70,Cal State-Northridge,29,8,72,251
4034,William Parker,cb,61,Rutgers,24,3,73,219
4035,Samuel Merle,cb,58,Georgia,26,5,70,254
4036,Donald Wilson,cb,99,Oklahoma State,28,7,80,229
4037,Sidney Malave,cb,70,Cincinnati,27,6,72,268
4038,Darrell Devos,cb,56,Brown,22,1,79,253
4039,Donald Jacobs,cb,95,Miami (Ohio),25,4,75,265
4040,Harry Jackson,cb,75,UCLA,33,12,71,238
4041,Carrol Bledsoe,cb,61,Stanford,31,10,74,245
4042,Antonio Russell,cb,64,Arkansas State,24,3,76,216
4043,Joseph Moseley,cb,64,Wisconsin,28,7,72,227
4044,Anthony Decoteau,cb,58,Northern Michigan,25,4,80,226
4045,Jessie Doe,cb,56,Wake Forest,28,7,75,257
4046,Carl Corson,cb,74,Miami (Fla.),21,0,74,262
4047,Truman Youngblood,cb,73,Texas,29,8,77,210
4048,James Blethen,cb,68,Maryland,23,2,77,230
4049,Gregory Peterson,cb,74,Tulane,21,0,73,260
4050,Melvin Mooney,cb,84,Central Florida,21,0,70,228
4051,Frederick Nelson,cb,75,Purdue,27,6,73,238
4052,Kraig Malone,cb,64,New Mexico,28,7,71,257
4053,Nathan Otis,cb,68,Arkansas,25,4,73,257
4054,Earl Hohlstein,cb,62,Clemson,27,6,75,233
4055,Robert Hancher,cb,68,Southern Mississippi,23,2,80,209
4056,Robert Kanoy,cb,87,Michigan State,21,0,76,268
4057,Manuel Harris,cb,90,Tulane,28,7,80,261
4058,Robert Valentine,cb,74,North Carolina-Charlotte,26,5,77,255
4059,Carl Wu,cb,67,Angelo State,21,0,76,210
4060,William Stevenson,cb,81,Purdue,23,2,77,221
4061,Bob Carlin,cb,72,Illinois,30,9,79,215
4062,Thomas Jensen,cb,71,Louisville,25,4,72,242
4063,James Bader,cb,70,Louisiana-Monroe,23,2,80,202
4064,Alexander Mcgrath,cb,73,Florida,28,7,77,201
4065,Donald Stoner,cb,62,Villanova,22,1,75,238
4066,Matthew Fleming,cb,66,LSU,22,1,79,215
4067,Albert Ali,cb,59,St. Lawrence,27,6,76,222
4068,William Kerr,cb,67,Texas Tech,22,1,75,272
4069,Douglas Ford,cb,70,Iowa,31,10,74,229
4070,Jason Ibarra,cb,59,Texas Christian,30,9,80,258
4071,David Lewis,cb,69,Texas Southern,21,0,77,214
4072,Darryl Diaz,cb,65,Texas A&M,26,5,72,206
4073,Jean Matelski,cb,69,Colorado,24,3,71,234
4074,Salvador Casey,cb,69,Wyoming,27,6,79,226
4075,Richard Kilmer,cb,63,U. of Pacific,30,9,73,238
4076,Brian Golden,cb,63,Birmingham-Southern,33,12,73,237
4077,Billy Sweeney,cb,65,Texas Tech,21,0,75,271
4078,Terry Donovan,cb,73,USC,26,5,72,238
4079,Andrew Briscoe,cb,96,East Tennessee State,23,2,78,259
4080,Paul Zierenberg,cb,82,West Virginia,23,2,78,269
4081,James Stricklin,cb,73,LSU,29,8,73,256
4082,Michael Kamphoefner,cb,66,Kansas,21,0,73,232
4083,Roy Shuman,cb,59,Florida,22,1,78,203
4084,Harold Rodriguez,cb,92,Texas-El Paso,29,8,79,225
4085,George Saul,cb,64,Eastern Kentucky,28,7,70,224
4086,Nicholas Ford,cb,74,Texas Southern,24,3,75,265
4087,Wayne Allen,cb,88,West Chester,29,8,78,248
4088,Kevin Nelson,cb,79,Hobart,25,4,72,250
4089,Robert Briggs,cb,67,Colgate,27,6,76,201
4090,Jay Pickens,cb,64,Texas Christian,26,5,72,242
4091,Gary Sanchez,cb,68,Northwestern,28,7,79,210
4092,Dennis Chapman,cb,62,Michigan State,28,7,79,218
4093,Ramiro Turnipseed,cb,55,North Carolina,28,7,73,237
4094,Albert Perdue,cb,67,Georgia,25,4,72,251
4095,Douglas Jepson,cb,67,California,29,8,74,235
4096,William Guzman,cb,55,DePaul,26,5,71,254
4097,Arthur Gibson,cb,56,Franklin & Marshall,30,9,71,250
4098,Joshua Harkness,cb,55,Bethany (KS),27,6,77,222
4099,Oscar Wood,cb,57,Idaho,27,6,74,270
4100,Charles Wright,cb,62,Tennessee-Chattanooga,25,4,74,245
4101,Kelly Gallardo,cb,61,USC,26,5,74,214
4102,Darron Grover,cb,66,California,29,8,71,239
4103,Charles Vaughn,cb,83,Brigham Young,25,4,77,231
4104,Morgan Ackman,cb,71,San Diego,24,3,70,229
4105,Shawn Freund,cb,70,Rice,29,8,70,238
4106,Ross Lakey,cb,69,Oregon State,25,4,75,225
4107,Francisco Uchida,cb,63,Boston College,29,8,73,254
4108,Warren Daniels,cb,80,Wis.-La Crosse,24,3,70,207
4109,David Webster,cb,72,Florida,22,1,79,245
4110,Vincent Reyna,cb,75,Rutgers,25,4,78,242
4111,James Russell,cb,65,San Jose State,23,2,79,200
4112,John Howard,cb,69,Boise State,31,10,79,267
4113,Brian Lark,cb,57,Wofford,25,4,76,253
4114,Scott Hacker,cb,70,San Diego State,30,9,74,234
4115,Troy Lowe,cb,69,Oregon,23,2,80,259
